image_id,a,b,c,d,true_label,extra_info,just_label,unicode
S04_005-2,869,1451,89,81,해_일_日,,日,U+65E5
S04_005-2,862,2514,95,103,해_일_日,,日,U+65E5
S04_005-2,683,1604,96,94,해_일_日,,日,U+65E5
S04_005-2,4361,2226,97,106,해_일_日,,日,U+65E5
S04_005-2,1391,1586,155,147,알_식_識,,識,U+8B58
S04_005-2,1398,2066,133,145,탄식할_차_嗟,,嗟,U+55DF
S04_005-2,1395,2216,135,145,아낄_석_惜,,惜,U+60DC
S04_005-2,1395,2480,128,147,어조사_호_乎,,乎,U+4E4E
S04_005-2,1398,2631,142,154,훔칠_절_竊,,竊,U+7ACA
S04_005-2,1399,2983,134,174,수_수_繡,,繡,U+7E61
S04_005-2,1395,3160,150,106,옷_의_衣,,衣,U+8863
S04_005-2,1402,3330,142,111,강 이름_락_洛,,洛,U+6D1B
S04_005-2,1222,1203,142,125,가운데_중_中,,中,U+4E2D
S04_005-2,477,2402,115,153,가운데_중_中,,中,U+4E2D
S04_005-2,1175,1755,181,158,가질_지_持,,持,U+6301
S04_005-2,1193,2176,144,108,선비_사_士,,士,U+58EB
S04_005-2,1046,1194,143,104,선비_사_士,,士,U+58EB
S04_005-2,1194,2296,143,130,흐를_류_流,,流,U+6D41
S04_005-2,1228,2521,122,101,오랠_구_久,,久,U+4E45
S04_005-2,1193,2774,149,155,생각할_상_想,,想,U+60F3
S04_005-2,1225,3031,112,132,없을_무_無,,無,U+7121
S04_005-2,647,3113,129,142,없을_무_無,,無,U+7121
S04_005-2,1203,3171,137,139,해칠_해_害,,害,U+5BB3
S04_005-2,1226,3313,113,123,좋을_양_良,,良,U+F97C
S04_005-2,1048,1413,132,145,밑_본_本,,本,U+672C
S04_005-2,1043,1575,127,75,마음_심_心,,心,U+5FC3
S04_005-2,1046,1763,121,139,옳을_시_是,,是,U+662F
S04_005-2,450,1859,137,141,옳을_시_是,,是,U+662F
S04_005-2,1033,1914,148,154,그릇할_오_誤,,誤,U+8AA4
S04_005-2,1019,2211,161,150,싫어할_혐_嫌,,嫌,U+5ACC
S04_005-2,1032,2841,135,164,붙을_착_着,,着,U+7740
S04_005-2,1025,3130,163,164,그릇될_류_謬,,謬,U+8B2C
S04_005-2,828,1653,160,138,그릇될_류_謬,,謬,U+8B2C
S04_005-2,1028,3300,167,135,들_거_擧,,擧,U+64E7
S04_005-2,851,1791,137,119,들_거_擧,,擧,U+64E7
S04_005-2,833,2039,142,123,편안할_안_安,,安,U+5B89
S04_005-2,841,2167,136,112,알_지_知,,知,U+77E5
S04_005-2,836,2382,145,128,밝을_명_明,,明,U+660E
S04_005-2,825,2736,158,147,빌_기_祈,,祈,U+7948
S04_005-2,831,2880,136,165,어찌_해_奚,,奚,U+595A
S04_005-2,827,3046,139,191,어조사_야_耶,,耶,U+8036
S04_005-2,840,3241,127,176,차례_제_第,,第,U+7B2C
S04_005-2,645,1191,172,144,잡을_구_拘,,拘,U+62D8
S04_005-2,664,1697,114,124,날_생_生,,生,U+751F
S04_005-2,654,1828,147,151,병_병_病,,病,U+75C5
S04_005-2,651,1982,143,143,옳을_가_可,,可,U+53EF
S04_005-2,524,733,133,152,옳을_가_可,,可,U+53EF
S04_005-2,632,2120,155,175,생각할_려_慮,,慮,U+616E
S04_005-2,651,2418,141,133,모름지기_수_須,,須,U+9808
S04_005-2,641,2548,150,149,항복할_항_降,,降,U+964D
S04_005-2,652,2697,127,165,기운_기_氣,,氣,U+6C23
S04_005-2,653,2859,139,113,순할_순_順,,順,U+9806
S04_005-2,635,2976,159,134,받을_수_受,,受,U+53D7
S04_005-2,635,3255,193,155,영_령_令,,令,U+F9A8
S04_005-2,454,1159,159,171,성낼_분_忿,,忿,U+5FFF
S04_005-2,447,1335,143,80,뫼_산_山,,山,U+5C71
S04_005-2,422,1425,181,180,버팀목_탱_撑,,撑,U+6491
S04_005-2,445,1607,153,163,앞_전_前,,前,U+524D
S04_005-2,448,2115,172,142,험할_험_險,,險,U+96AA
S04_005-2,441,2252,176,135,길_도_途,,途,U+9014
S04_005-2,457,2564,132,68,한_일_一,,一,U+4E00
S04_005-2,454,2645,145,165,가지_조_條,,條,U+689D
S04_005-2,440,2823,132,133,평평할_평_平,,平,U+5E73
S04_005-2,1936,522,170,163,평평할_평_平,,平,U+5E73
S04_005-2,453,2965,124,114,바꿀_역_易,,易,U+F9E0
S04_005-2,446,3086,131,119,땅_지_地,,地,U+5730
S04_005-2,1951,955,148,176,고할_심_諗,2.0,諗,U+8AD7
S04_005-2,1800,942,148,200,갑자기_아_俄,,俄,U+4FC4
S04_005-2,1536,940,141,180,다행_행_幸,,幸,U+5E78
S04_005-2,1355,937,167,189,입을_몽_蒙,,蒙,U+8499
S04_005-2,1200,937,160,176,용서할_유_宥,,宥,U+5BA5
S04_005-2,1078,947,114,174,아닐_부_否,,否,U+5426
S04_005-2,917,939,156,187,길_로_路,,路,U+8DEF
S04_005-2,738,918,177,192,멀_원_遠,,遠,U+9060
S04_005-2,560,904,170,193,재_영_嶺,,嶺,U+F9AB
S04_005-2,392,932,164,153,변방_새_塞,,塞,U+F96C
S04_005-2,1512,743,157,173,위로할_위_慰,,慰,U+6170
S04_005-2,1335,724,167,161,소리_음_音,,音,U+97F3
S04_005-2,913,733,151,179,트일_활_闊,,闊,U+95CA
S04_005-2,744,733,168,160,번민할_민_悶,,悶,U+60B6
S04_005-2,1752,525,175,183,버금_중_仲,,仲,U+4EF2
S04_005-2,1608,526,138,178,어리석을_질_侄,,侄,U+4F84
S04_005-2,1451,531,157,151,떨_불_拂,,拂,U+62C2
S04_005-2,1310,532,132,175,새벽_서_曙,,曙,U+66D9
S04_005-2,1121,541,178,154,오를_등_登,,登,U+767B
S04_005-2,960,538,154,159,단위_정_程,,程,U+7A0B
S04_005-2,692,556,137,147,인할_인_因,,因,U+56E0
S04_005-2,391,554,168,138,닦을_수_修,,修,U+4FEE
S04_005-2,1897,332,200,157,물을_후_候,,候,U+5019
S04_005-2,1712,342,170,161,남을_여_餘,,餘,U+9918
S04_005-2,1560,332,146,163,생각할_유_惟,,惟,U+60DF
S04_005-2,2159,282,152,110,생각할_유_惟,,惟,U+60DF
S04_005-2,1384,334,163,154,바랄_기_冀,,冀,U+5180
S04_005-2,1225,323,153,195,어찌_나_那,,那,U+90A3
S04_005-2,1101,338,119,154,가_변_邊,,邊,U+908A
S04_005-2,913,351,182,135,뜰_정_庭,,庭,U+5EAD
S04_005-2,769,344,140,156,나무_수_樹,,樹,U+6A39
S04_005-2,364,341,241,163,울_제_啼,,啼,U+557C
S04_005-2,2155,992,134,140,까마귀_오_烏,4.0,烏,U+70CF
S04_005-2,2168,788,119,199,귀_이_耳,,耳,U+8033
S04_005-2,2167,523,133,141,베풀_선_宣,,宣,U+5BA3
S04_005-2,2175,405,111,99,엎드릴_복_伏,,伏,U+4F0F
S04_005-2,2372,988,163,164,뜻_정_情,,情,U+60C5
S04_005-2,4339,2333,124,135,뜻_정_情,,情,U+60C5
S04_005-2,2364,796,185,146,비출_조_照,,照,U+7167
S04_005-2,2384,568,137,119,위_상_上,,上,U+4E0A
S04_005-2,2394,385,169,133,형상_장_狀,,狀,U+F9FA
S04_005-2,4341,1464,156,154,열째 천간_계_癸,0.0,癸,U+7678
S04_005-2,4343,1618,151,137,닭_유_酉,,酉,U+9149
S04_005-2,4345,1764,162,107,으뜸_원_元,,元,U+5143
S04_005-2,4366,1882,99,121,달_월_月,,月,U+6708
S04_005-2,4335,2008,136,102,처음_초_初,,初,U+521D
S04_005-2,4332,2111,144,111,열_십_十,,十,U+5341
S04_005-2,4362,2463,118,103,아우_제_弟,,弟,U+5F1F
S04_005-2,4349,2587,155,202,비출_도_燾,,燾,U+71FE
S04_005-2,4209,2603,133,167,빛날_현_炫,,炫,U+70AB
S04_005-2,4206,2817,150,138,조아릴_돈_頓,,頓,U+9813
S04_006-1,1301,1055,224,204,후박나무_박_朴,,朴,U+6734
S04_006-1,1338,1267,187,186,늙은이_노_老,,老,U+F934
S04_006-1,1340,1463,183,168,맏_형_兄,,兄,U+5144
S04_006-1,1333,1717,194,164,잡을_구_拘,,拘,U+62D8
S04_006-1,1345,1881,176,177,그윽할_유_幽,,幽,U+5E7D
S04_006-1,1334,2065,188,208,바_소_所,,所,U+6240
S04_006-1,374,1134,228,178,삼갈_근_謹,,謹,U+8B39
S04_006-1,399,1318,165,171,절_배_拜,,拜,U+62DC
S04_006-1,404,1527,158,119,위_상_上,,上,U+4E0A
S04_006-1,417,1647,147,137,형상_장_狀,,狀,U+F9FA
S04_006-1,405,1941,172,130,으뜸_원_元,,元,U+5143
S04_006-1,406,2072,171,130,고개_파_坡,,坡,U+5761
S04_006-1,414,2203,155,156,남녘_남_南,,南,U+5357
S04_006-1,408,2353,141,120,아우_제_弟,,弟,U+5F1F
S04_006-1,420,2482,136,126,물을_문_問,,問,U+554F
S04_006-1,402,2608,148,133,표제_첩_帖,,帖,U+5E16
S04_006-2,3780,1407,190,156,써_이_以,,以,U+4EE5
S04_006-2,3213,3215,161,135,써_이_以,,以,U+4EE5
S04_006-2,1730,3127,165,83,써_이_以,,以,U+4EE5
S04_006-2,560,2456,187,128,써_이_以,,以,U+4EE5
S04_006-2,716,633,106,172,써_이_以,,以,U+4EE5
S04_006-2,3773,1604,227,192,잡을_집_執,,執,U+57F7
S04_006-2,905,1033,237,255,잡을_집_執,,執,U+57F7
S04_006-2,3789,1801,183,219,일_사_事,,事,U+4E8B
S04_006-2,676,1037,224,251,일_사_事,,事,U+4E8B
S04_006-2,3788,2033,193,123,갈_지_之,,之,U+4E4B
S04_006-2,3812,3218,198,121,갈_지_之,,之,U+4E4B
S04_006-2,3515,2545,148,113,갈_지_之,,之,U+4E4B
S04_006-2,3171,2173,191,161,갈_지_之,,之,U+4E4B
S04_006-2,2336,1609,149,157,갈_지_之,,之,U+4E4B
S04_006-2,1846,1127,138,192,갈_지_之,2.0,之,U+4E4B
S04_006-2,514,1077,143,185,갈_지_之,,之,U+4E4B
S04_006-2,830,629,137,201,갈_지_之,,之,U+4E4B
S04_006-2,2063,823,162,111,갈_지_之,,之,U+4E4B
S04_006-2,4507,2982,187,183,갈_지_之,,之,U+4E4B
S04_006-2,3784,2162,178,157,성급할_견_狷,,狷,U+72F7
S04_006-2,3777,2337,198,198,끼일_개_介,,介,U+4ECB
S04_006-2,3802,2542,167,130,아닐_불_不,,不,U+4E0D
S04_006-2,2897,2451,166,106,아닐_불_不,,不,U+4E0D
S04_006-2,1714,1356,188,137,아닐_불_不,,不,U+4E0D
S04_006-2,1678,614,117,178,아닐_불_不,,不,U+4E0D
S04_006-2,2276,945,157,127,아닐_불_不,,不,U+4E0D
S04_006-2,3818,2678,114,112,있을_유_有,,有,U+6709
S04_006-2,3512,2042,137,133,있을_유_有,,有,U+6709
S04_006-2,753,861,134,148,있을_유_有,,有,U+6709
S04_006-2,3785,2809,181,210,효도_효_孝,,孝,U+5B5D
S04_006-2,3786,3024,192,195,청렴할_렴_廉,,廉,U+5EC9
S04_006-2,3480,1425,208,301,들_거_擧,,擧,U+64E7
S04_006-2,3495,1733,164,147,말 이을_이_而,,而,U+800C
S04_006-2,3192,1839,143,115,말 이을_이_而,,而,U+800C
S04_006-2,2057,2405,147,112,말 이을_이_而,,而,U+800C
S04_006-2,1190,1114,136,179,말 이을_이_而,,而,U+800C
S04_006-2,3479,1880,208,157,되돌릴_반_反,,反,U+53CD
S04_006-2,3491,2179,163,147,불릴_야_冶,,冶,U+51B6
S04_006-2,3444,2350,250,196,길_장_長,,長,U+9577
S04_006-2,3465,2669,229,199,포승_류_縲,,縲,U+7E32
S04_006-2,3477,2871,225,194,누구_숙_孰,,孰,U+5B70
S04_006-2,3500,3069,183,152,능할_능_能,,能,U+80FD
S04_006-2,2855,2571,246,181,능할_능_能,,能,U+80FD
S04_006-2,3524,3234,154,127,할_위_爲,,爲,U+7232
S04_006-2,1737,3223,153,133,할_위_爲,,爲,U+7232
S04_006-2,3154,1412,203,239,나_오_吾,,吾,U+543E
S04_006-2,3158,1683,203,159,맏_형_兄,,兄,U+5144
S04_006-2,3153,1972,208,204,펼_신_伸,,伸,U+4F38
S04_006-2,3152,2349,199,117,어조사_야_也,,也,U+4E5F
S04_006-2,3187,2480,133,162,스스로_자_自,,自,U+81EA
S04_006-2,2919,2767,137,155,스스로_자_自,,自,U+81EA
S04_006-2,896,862,194,152,스스로_자_自,,自,U+81EA
S04_006-2,3166,2652,184,195,들을_문_聞,,聞,U+805E
S04_006-2,2318,2575,206,201,들을_문_聞,,聞,U+805E
S04_006-2,3166,2853,185,172,받을_수_受,,受,U+53D7
S04_006-2,3152,3034,200,176,형벌_형_刑,,刑,U+5211
S04_006-2,2875,1410,197,218,뒤_후_後,,後,U+5F8C
S04_006-2,2871,1617,203,264,막힐_울_鬱,,鬱,U+9B31
S04_006-2,2877,1885,199,186,맺을_결_結,,結,U+7D50
S04_006-2,1127,1905,199,205,맺을_결_結,,結,U+7D50
S04_006-2,2877,2091,234,191,셀_수_數,,數,U+6578
S04_006-2,2915,2280,121,156,해_일_日,,日,U+65E5
S04_006-2,4358,2560,129,112,해_일_日,,日,U+65E5
S04_006-2,2914,2926,174,184,정할_정_定,,定,U+5B9A
S04_006-2,2912,3114,196,188,어조사_의_矣,,矣,U+77E3
S04_006-2,2577,1396,224,180,또_차_且,,且,U+4E14
S04_006-2,1450,2397,191,166,또_차_且,,且,U+4E14
S04_006-2,2618,1560,158,177,그_기_其,,其,U+5176
S04_006-2,2629,1748,146,261,우리_뇌_牢,,牢,U+F946
S04_006-2,2603,2003,188,164,들개_안_犴,,犴,U+72B4
S04_006-2,2605,2168,226,181,넘을_월_越,,越,U+8D8A
S04_006-2,2047,1558,231,189,넘을_월_越,,越,U+8D8A
S04_006-2,2644,2355,147,168,있을_재_在,,在,U+5728
S04_006-2,2572,2549,244,137,다를_타_他,,他,U+4ED6
S04_006-2,601,818,146,213,다를_타_他,,他,U+4ED6
S04_006-2,2574,2696,246,231,고을_군_郡,,郡,U+90E1
S04_006-2,2625,2933,172,144,일백_백_百,,百,U+767E
S04_006-2,2601,3095,227,216,남을_여_餘,,餘,U+9918
S04_006-2,2290,1101,188,187,남을_여_餘,,餘,U+9918
S04_006-2,2342,1398,132,197,마을_리_里,,里,U+91CC
S04_006-2,2303,1782,206,173,땅_지_地,,地,U+5730
S04_006-2,2307,1958,187,175,갈_왕_往,,往,U+5F80
S04_006-2,2337,2147,161,199,올_래_來,,來,U+4F86
S04_006-2,1474,1545,164,210,올_래_來,,來,U+4F86
S04_006-2,2322,2362,190,204,물을_문_問,,問,U+554F
S04_006-2,2294,2783,219,152,다할_극_極,,極,U+6975
S04_006-2,2318,2965,214,149,어려울_간_艱,,艱,U+8271
S04_006-2,2330,3126,198,186,장차_장_將,,將,U+5C07
S04_006-2,1439,2563,188,166,장차_장_將,,將,U+5C07
S04_006-2,2021,1371,271,191,하고자 할_욕_欲,,欲,U+6B32
S04_006-2,2036,1751,217,212,재_영_嶺,,嶺,U+F9AB
S04_006-2,2045,1969,211,201,좇을_진_趂,,趂,U+8D82
S04_006-2,2038,2174,206,220,위문할_언_唁,,唁,U+5501
S04_006-2,2058,2532,176,183,말_마_馬,,馬,U+99AC
S04_006-2,2037,2731,196,239,앞_전_前,,前,U+524D
S04_006-2,2032,2977,209,193,갑자기_졸_猝,,猝,U+731D
S04_006-2,2034,3170,212,189,병_병_病,,病,U+75C5
S04_006-2,1715,1502,209,219,일어날_기_起,,起,U+8D77
S04_006-2,1728,1731,164,237,저물_모_莫,,莫,U+83AB
S04_006-2,1734,1990,153,146,옳을_가_可,,可,U+53EF
S04_006-2,1715,2138,184,211,어찌_내_奈,,奈,U+5948
S04_006-2,1718,2375,177,194,어찌_하_何,,何,U+4F55
S04_006-2,1715,2963,182,155,어찌_하_何,,何,U+4F55
S04_006-2,1128,1700,214,201,어찌_하_何,,何,U+4F55
S04_006-2,1737,2586,155,168,아닐_미_未,,未,U+672A
S04_006-2,1708,2781,191,161,알_지_知,,知,U+77E5
S04_006-2,1436,1323,224,219,꾀_계_計,,計,U+8A08
S04_006-2,1448,1757,204,188,머리_두_頭,,頭,U+982D
S04_006-2,1479,1970,184,170,빛_광_光,,光,U+5149
S04_006-2,1414,2156,231,231,볕_경_景,,景,U+666F
S04_006-2,1456,2727,137,179,열_십_十,,十,U+5341
S04_006-2,4323,2404,163,155,열_십_十,,十,U+5341
S04_006-2,1458,2916,202,153,나눌_분_分,,分,U+5206
S04_006-2,1439,3081,216,205,삼갈_신_愼,,愼,U+613C
S04_006-2,1145,1329,221,193,당길_섭_攝,,攝,U+651D
S04_006-2,1153,1539,165,150,같을_여_如,,如,U+5982
S04_006-2,1121,2120,211,186,나무 끝_초_梢,,梢,U+68A2
S04_006-2,1132,2319,177,222,같을_약_若,,若,U+82E5
S04_006-2,1116,2553,201,242,늦을_지_遲,,遲,U+9072
S04_006-2,1149,2825,183,157,오랠_구_久,,久,U+4E45
S04_006-2,1127,2996,211,162,곧_즉_則,,則,U+5247
S04_006-2,1150,3163,194,190,다시_갱_更,,更,U+F901
S04_006-2,810,1303,282,212,꾀할_모_謀,,謀,U+8B00
S04_006-2,846,1517,239,226,나아갈_진_進,,進,U+9032
S04_006-2,839,1755,231,186,대답할_대_對,,對,U+5C0D
S04_006-2,840,1949,215,330,귀_이_耳,,耳,U+8033
S04_006-2,2040,478,175,157,귀_이_耳,,耳,U+8033
S04_006-2,852,2288,202,173,이_차_此,,此,U+6B64
S04_006-2,848,2480,182,305,가운데_중_中,,中,U+4E2D
S04_006-2,821,2792,221,166,바_소_所,,所,U+6240
S04_006-2,1486,858,158,212,바_소_所,,所,U+6240
S04_006-2,1806,600,198,249,바_소_所,,所,U+6240
S04_006-2,799,2957,272,162,빌_축_祝,,祝,U+795D
S04_006-2,833,3123,216,205,생각할_유_惟,,惟,U+60DF
S04_006-2,2071,1133,181,171,생각할_유_惟,4.0,惟,U+60DF
S04_006-2,2239,468,206,120,생각할_유_惟,,惟,U+60DF
S04_006-2,569,1287,208,257,바랄_기_冀,,冀,U+5180
S04_006-2,539,1686,260,247,착할_선_善,,善,U+5584
S04_006-2,545,1955,228,121,더할_가_加,,加,U+52A0
S04_006-2,522,2076,246,175,고를_조_調,,調,U+8ABF
S04_006-2,508,2257,260,195,보호할_호_護,,護,U+8B77
S04_006-2,542,2586,205,262,버금_부_副,,副,U+526F
S04_006-2,518,2841,241,244,멀_원_遠,,遠,U+9060
S04_006-2,538,3086,228,238,밖_외_外,,外,U+5916
S04_006-2,1636,1088,200,232,매달_현_懸,,懸,U+61F8
S04_006-2,1339,1094,272,216,생각할_려_慮,,慮,U+616E
S04_006-2,1811,901,181,167,평평할_평_平,,平,U+5E73
S04_006-2,1650,896,153,160,날_생_生,,生,U+751F
S04_006-2,1304,861,175,211,잡을_조_操,,操,U+64CD
S04_006-2,1094,871,202,163,지킬_수_守,,守,U+5B88
S04_006-2,442,828,156,211,사람_인_人,,人,U+4EBA
S04_006-2,1489,599,170,230,미칠_급_及,,及,U+53CA
S04_006-2,1300,599,188,237,살_처_處,,處,U+8655
S04_006-2,1166,612,125,209,반드시_필_必,,必,U+5FC5
S04_006-2,975,633,164,195,맡길_임_任,,任,U+4EFB
S04_006-2,511,604,187,193,편안할_안_安,,安,U+5B89
S04_006-2,2072,968,175,157,옳을_시_是,,是,U+662F
S04_006-2,2059,650,162,156,꾀할_기_企,,企,U+4F01
S04_006-2,2276,754,157,181,베풀_선_宣,,宣,U+5BA3
S04_006-2,2261,608,189,129,엎드릴_복_伏,,伏,U+4F0F
S04_006-2,2485,1130,216,257,뜻_정_情,,情,U+60C5
S04_006-2,2474,888,236,226,비출_조_照,,照,U+7167
S04_006-2,4319,1519,257,206,열째 천간_계_癸,0.0,癸,U+7678
S04_006-2,4326,1735,188,141,닭_유_酉,,酉,U+9149
S04_006-2,4312,1878,203,156,바를_정_正,,正,U+6B63
S04_006-2,4370,2028,138,212,달_월_月,,月,U+6708
S04_006-2,4304,2250,221,146,처음_초_初,,初,U+521D
S04_006-2,4378,2672,140,134,아우_제_弟,,弟,U+5F1F
S04_006-2,4331,2817,211,184,남녘_남_南,,南,U+5357
S04_006-2,4319,3003,194,219,신_리_履,,履,U+5C65
S04_006-2,4324,3237,177,65,한_일_一,,一,U+4E00
S04_006-2,4515,3176,149,94,한_일_一,,一,U+4E00
S04_006-2,4721,3155,143,58,한_일_一,,一,U+4E00
S04_006-2,4686,2946,229,210,다_함_咸,,咸,U+54B8
S04_006-2,4717,3200,160,189,가지런할_등_等,,等,U+7B49
S04_007-1,828,873,159,218,참_진_眞,,眞,U+771E
S04_007-1,833,1097,161,149,성_성_城,,城,U+57CE
S04_007-1,843,1354,134,122,들개_안_犴,,犴,U+72B4
S04_007-1,845,1485,115,140,지게_호_戶,,戶,U+6236
S04_007-1,876,1613,92,132,아래_하_下,,下,U+4E0B
S04_007-1,838,1816,141,96,들_입_入,,入,U+5165
S04_007-1,834,1913,140,134,바칠_납_納,,納,U+7D0D
S04_007-1,1581,1175,104,119,으뜸_원_元,,元,U+5143
S04_007-1,1563,1297,122,117,고개_파_坡,,坡,U+5761
S04_007-1,1570,1415,127,186,남녘_남_南,,南,U+5357
S04_007-1,1580,1604,102,141,아우_제_弟,,弟,U+5F1F
S04_007-1,1568,1749,123,148,물을_후_候,,候,U+5019
S04_007-1,1547,1921,155,140,형상_장_狀,,狀,U+F9FA
S04_007-2,3543,1286,148,205,일_사_事,,事,U+4E8B
S04_007-2,3112,1417,111,247,일_사_事,,事,U+4E8B
S04_007-2,1950,2807,106,184,일_사_事,,事,U+4E8B
S04_007-2,3561,1499,122,80,날_출_出,,出,U+51FA
S04_007-2,3563,1587,127,148,없을_무_无,,无,U+65E0
S04_007-2,3539,1739,182,160,허망할_망_妄,,妄,U+5984
S04_007-2,3538,1911,167,150,도리_형_桁,,桁,U+6841
S04_007-2,3566,2072,139,192,버들_양_楊,,楊,U+694A
S04_007-2,3608,2266,92,104,갈_지_之,,之,U+4E4B
S04_007-2,3581,3217,168,119,갈_지_之,,之,U+4E4B
S04_007-2,3109,1653,75,99,갈_지_之,,之,U+4E4B
S04_007-2,2899,2637,79,95,갈_지_之,,之,U+4E4B
S04_007-2,2629,1813,106,106,갈_지_之,,之,U+4E4B
S04_007-2,2671,3296,98,100,갈_지_之,,之,U+4E4B
S04_007-2,2410,2382,96,95,갈_지_之,,之,U+4E4B
S04_007-2,2175,1980,113,104,갈_지_之,,之,U+4E4B
S04_007-2,1929,1855,87,114,갈_지_之,,之,U+4E4B
S04_007-2,1716,2347,88,119,갈_지_之,,之,U+4E4B
S04_007-2,1493,2617,118,124,갈_지_之,,之,U+4E4B
S04_007-2,1280,2661,97,123,갈_지_之,,之,U+4E4B
S04_007-2,3566,2376,158,176,재화_화_禍,,禍,U+798D
S04_007-2,3585,2558,117,124,미칠_급_及,,及,U+53CA
S04_007-2,3592,2686,130,106,어조사_어_於,,於,U+65BC
S04_007-2,2397,1979,100,96,어조사_어_於,,於,U+65BC
S04_007-2,3577,2816,150,191,구리때_채_茝,,茝,U+831D
S04_007-2,3582,3006,169,201,난초_란_蘭,,蘭,U+862D
S04_007-2,3307,1287,156,237,바탕_질_質,,質,U+8CEA
S04_007-2,3302,1534,157,158,허파_폐_肺,,肺,U+80BA
S04_007-2,3342,1689,118,107,돌_석_石,,石,U+77F3
S04_007-2,3358,1793,98,125,옛_고_古,,古,U+53E4
S04_007-2,3352,1921,127,157,어조사_의_矣,,矣,U+77E3
S04_007-2,3365,2081,106,124,어찌_내_奈,,奈,U+5948
S04_007-2,3350,2204,125,134,어찌_하_何,,何,U+4F55
S04_007-2,2378,1593,118,104,어찌_하_何,,何,U+4F55
S04_007-2,3334,2348,156,179,하소연할_소_訴,,訴,U+8A34
S04_007-2,3348,2530,158,221,원통할_원_冤,,冤,U+51A4
S04_007-2,3050,1297,180,146,잡을_집_執,,執,U+57F7
S04_007-2,3091,1756,153,216,썩을_부_腐,,腐,U+8150
S04_007-2,3117,1986,139,83,마음_심_心,,心,U+5FC3
S04_007-2,3085,2070,174,173,결낼_분_憤,,憤,U+61A4
S04_007-2,2866,2796,151,190,결낼_분_憤,,憤,U+61A4
S04_007-2,3110,2250,175,202,번민할_만_懣,,懣,U+61E3
S04_007-2,3134,2465,124,98,아닐_불_不,,不,U+4E0D
S04_007-2,2841,1718,114,65,아닐_불_不,,不,U+4E0D
S04_007-2,1261,2974,128,88,아닐_불_不,,不,U+4E0D
S04_007-2,3120,2577,145,168,모름지기_수_須,,須,U+9808
S04_007-2,3150,2743,102,146,말씀_언_言,,言,U+8A00
S04_007-2,3157,2894,84,70,말 이을_이_而,,而,U+800C
S04_007-2,2888,2375,89,92,말 이을_이_而,,而,U+800C
S04_007-2,1684,1633,95,88,말 이을_이_而,,而,U+800C
S04_007-2,3136,2970,126,149,그_기_其,,其,U+5176
S04_007-2,2655,2519,104,138,그_기_其,,其,U+5176
S04_007-2,3157,3128,103,116,있을_재_在,,在,U+5728
S04_007-2,3126,3249,163,121,알_지_知,,知,U+77E5
S04_007-2,2842,1281,143,239,예_구_舊,,舊,U+820A
S04_007-2,2846,1523,142,188,들을_문_聞,,聞,U+805E
S04_007-2,1919,3147,136,114,들을_문_聞,,聞,U+805E
S04_007-2,2833,1795,158,185,이길_승_勝,,勝,U+52DD
S04_007-2,2847,1981,131,206,놀랄_경_驚,,驚,U+9A5A
S04_007-2,2841,2194,163,175,놀랄_해_駭,,駭,U+99ED
S04_007-2,2848,2483,167,156,이을_계_繼,,繼,U+7E7C
S04_007-2,2884,2741,119,59,써_이_以,,以,U+4EE5
S04_007-2,1406,1283,154,132,써_이_以,,以,U+4EE5
S04_007-2,1228,2149,127,65,써_이_以,,以,U+4EE5
S04_007-2,2874,3004,162,131,한탄할_완_惋,,惋,U+60CB
S04_007-2,2890,3143,131,99,어조사_야_也,,也,U+4E5F
S04_007-2,2896,3250,149,151,비록_수_雖,,雖,U+96D6
S04_007-2,2578,1287,145,171,그러할_연_然,,然,U+7136
S04_007-2,2595,1475,143,131,불릴_야_冶,,冶,U+51B6
S04_007-2,2595,1609,189,200,길_장_長,,長,U+9577
S04_007-2,2597,1917,168,183,포승_류_縲,,縲,U+7E32
S04_007-2,2630,2102,131,143,맬_설_絏,,絏,U+7D4F
S04_007-2,2631,2243,145,164,굳을_고_固,,固,U+56FA
S04_007-2,2635,2403,145,118,아닐_비_非,,非,U+975E
S04_007-2,2633,2667,164,175,허물_죄_罪,,罪,U+7F6A
S04_007-2,2643,2853,148,158,곧_즉_則,,則,U+5247
S04_007-2,2632,3011,172,141,혹시_당_倘,,倘,U+5018
S04_007-2,2677,3157,98,135,올_래_來,,來,U+4F86
S04_007-2,2355,1289,147,162,액_액_厄,,厄,U+5384
S04_007-2,2383,1464,99,125,있을_유_有,,有,U+6709
S04_007-2,1665,1884,156,140,있을_유_有,,有,U+6709
S04_007-2,1730,2703,123,157,있을_유_有,,有,U+6709
S04_007-2,4245,2796,118,129,있을_유_有,,有,U+6709
S04_007-2,2366,1718,150,144,이지러질_휴_虧,,虧,U+8667
S04_007-2,2392,1871,110,107,하품_흠_欠,,欠,U+6B20
S04_007-2,2388,2074,112,150,없을_무_無,,無,U+7121
S04_007-2,2381,2246,135,126,티_하_瑕,,瑕,U+7455
S04_007-2,2408,2485,115,97,옥_옥_玉,,玉,U+7389
S04_007-2,2391,2587,152,119,어조사_재_哉,,哉,U+54C9
S04_007-2,2390,2711,138,162,차례_제_第,,第,U+7B2C
S04_007-2,2370,2877,151,154,생각할_념_念,,念,U+5FF5
S04_007-2,2379,3034,155,177,막힐_체_滯,,滯,U+6EEF
